,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,new_addition,trending,labels
68,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,Apache-2.0,2018-01-27 21:50:14,2025-09-22 10:57:32,2025-09-22 10:57:28,41.0,13.0,28.0,235.0,344.0,2023-08-26 11:09:33,0.12.1,,,12.0,Rust language bindings for Faiss.,64.0,64.0,12.0,18,True,2.0,,,,['binding']
69,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,25.0,5.0,27.0,200.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,False,2.0,,,,
70,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,2015-07-17 16:53:20,2025-03-01 19:28:06,2025-03-01 19:27:39,213.0,13.0,677.0,4743.0,1653.0,2025-03-01 19:24:43,3000.2.8,9400.0,91.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,35.0,17,False,3.0,,,-2.0,
71,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,252.0,72.0,96.0,3001.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,5.0,5.0,37.0,17,False,2.0,,,,
72,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,Apache-2.0,2020-01-25 09:40:07,2025-06-10 08:23:35,2025-05-26 16:24:16,230.0,63.0,161.0,2951.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",794.0,794.0,48.0,17,True,2.0,,,,
73,pgvectorscale,timescale/pgvectorscale,ml-frameworks,https://github.com/timescale/pgvectorscale,https://github.com/timescale/pgvectorscale,PostgreSQL,2023-07-01 01:05:05,2025-09-30 16:02:58,2025-07-02 23:30:10,105.0,12.0,74.0,2263.0,,2025-07-02 23:40:37,0.8.0,108036.0,4321.0,12.0,"A complement to pgvector for high performance, cost efficient vector search on large workloads.",,,14.0,17,False,2.0,,True,,
74,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,MIT,2022-12-04 07:57:40,2023-12-23 19:38:01,2023-03-20 10:17:05,190.0,38.0,19.0,2018.0,76.0,2023-03-20 02:13:27,0.5.0,27905.0,900.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,,,6.0,17,False,3.0,,,,
75,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,78.0,11.0,38.0,1786.0,,2021-03-26 11:26:35,0.8.2,5621.0,75.0,14.0,Example-based texture synthesis written in Rust.,117.0,117.0,19.0,17,False,2.0,,,,
76,RustQuant,avhz/RustQuant,apps,https://github.com/avhz/RustQuant,https://github.com/avhz/RustQuant,Apache-2.0,2022-08-31 10:03:24,2025-09-01 22:31:56,2025-09-01 22:27:17,170.0,25.0,102.0,1538.0,,2024-11-23 00:15:01,RustQuant_stochastics-v0.4.0,,,100.0,Rust library for quantitative finance.,25.0,25.0,45.0,17,True,3.0,,,,
77,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,145.0,33.0,67.0,1262.0,532.0,,,,,,Machine Learning library for Rust.,459.0,459.0,20.0,17,False,2.0,,,,
78,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/segment-any-text/wtpsplit,https://github.com/segment-any-text/wtpsplit,MIT,2020-01-31 10:34:17,2025-06-23 03:49:37,2025-06-23 03:46:51,69.0,3.0,87.0,1157.0,,2025-06-23 03:49:37,2.1.6,,,32.0,"Toolkit to segment text into sentences or other semantic units in a robust, efficient and adaptable way.",111.0,111.0,15.0,17,True,2.0,segment-any-text/wtpsplit,,,
79,mosec,mosecorg/mosec,mlops,https://github.com/mosecorg/mosec,https://github.com/mosecorg/mosec,Apache-2.0,2021-03-13 04:07:20,2025-10-01 02:45:26,2025-10-01 02:37:49,63.0,13.0,92.0,860.0,,2025-06-10 14:35:18,0.9.5,,,51.0,"A high-performance ML model serving framework, offers dynamic batching and CPU/GPU pipelines to fully exploit your..",64.0,64.0,14.0,17,True,3.0,,,,
80,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,42.0,7.0,6.0,839.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5814.0,5814.0,13.0,17,False,3.0,,,,
81,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,40.0,22.0,30.0,646.0,,2021-04-24 09:12:56,0.6.4,56736.0,978.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",71.0,71.0,7.0,17,False,2.0,,,,
82,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,MIT,2020-05-31 12:21:55,2023-04-04 11:21:46,2023-04-04 11:21:46,83.0,,159.0,467.0,,2023-02-22 15:13:18,0.41.3,,,86.0,Search engine library for Meilisearch.,527.0,527.0,41.0,17,False,3.0,,,,
83,kornia-rs,kornia/kornia-rs,image,https://github.com/kornia/kornia-rs,https://github.com/kornia/kornia-rs,Apache-2.0,2022-03-05 16:55:17,2025-10-01 09:10:49,2025-10-01 09:10:47,75.0,49.0,85.0,431.0,,2025-05-07 11:17:00,0.1.9,,,9.0,Low-level 3D Computer Vision library in Rust.,13.0,13.0,26.0,17,True,2.0,,,,
84,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs-sdk,https://github.com/sreeise/graph-rs-sdk,MIT,2018-12-18 13:17:11,2025-08-28 08:19:56,2025-08-28 08:19:56,33.0,21.0,256.0,132.0,970.0,2025-04-20 06:56:46,3.0.1,,,22.0,Microsoft Graph API Client And Identity Platform Client in Rust.,80.0,80.0,18.0,17,True,3.0,sreeise/graph-rs-sdk,,,
85,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2024-07-12 16:50:14,2024-01-16 14:12:00,134.0,37.0,29.0,2446.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,86.0,86.0,10.0,16,False,3.0,weggli-rs/weggli,,,
86,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,203.0,34.0,31.0,2238.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,5.0,5.0,22.0,16,False,1.0,,,,
87,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,MIT,2021-08-13 15:05:22,2025-08-23 00:43:01,2025-05-15 17:04:08,49.0,45.0,52.0,1369.0,510.0,2022-10-05 16:57:07,0.9.0-master,,,18.0,"A flexible, performant and reliable search database without the AI bullshit.",,,4.0,16,True,3.0,,,,
88,juice,spearow/juice,ml-frameworks,https://github.com/fff-rs/juice,https://github.com/fff-rs/juice,,2017-01-14 21:27:49,2024-07-22 18:07:55,2024-04-25 07:43:59,75.0,31.0,54.0,1120.0,1438.0,,,,,,The Hacker's Machine Learning Engine.,57.0,57.0,48.0,16,False,2.0,fff-rs/juice,,,
89,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,MIT,2016-11-05 21:26:51,2025-09-21 11:27:20,2025-09-21 11:27:20,61.0,9.0,47.0,1041.0,576.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,,,25.0,16,True,2.0,,,,
90,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,55.0,11.0,6.0,635.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,143.0,143.0,9.0,16,False,2.0,,,,
91,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,2017-12-21 20:24:40,2024-04-04 09:23:25,2024-04-04 09:23:22,36.0,5.0,17.0,426.0,183.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,250.0,250.0,7.0,16,False,3.0,,,,
92,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,MIT,2019-12-06 09:12:47,2024-07-08 15:36:08,2021-05-19 16:09:39,23.0,9.0,9.0,320.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,16.0,16.0,6.0,16,False,2.0,,,,
93,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,Apache-2.0,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,71.0,31.0,20.0,307.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,217.0,217.0,9.0,16,False,2.0,,,,['binding']
94,outlines-core,dottxt-ai/outlines-core,nlp,https://github.com/dottxt-ai/outlines-core,https://github.com/dottxt-ai/outlines-core,Apache-2.0,2024-08-13 20:21:41,2025-05-20 20:19:50,2025-05-20 20:19:50,48.0,41.0,66.0,252.0,,2025-05-19 09:58:03,0.2.11,,,38.0,Faster structured generation.,14.0,14.0,23.0,16,True,2.0,,,5.0,
95,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,Unlicense,2016-04-25 11:22:18,2024-07-31 13:08:38,2023-07-31 04:15:48,48.0,6.0,33.0,226.0,135.0,2023-07-31 04:21:35,2.0.3,707.0,7.0,15.0,Dynamically get the suggested clusters in the data for unsupervised learning.,70.0,70.0,6.0,16,False,2.0,,,,
96,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,MIT,2019-03-14 12:52:32,2023-01-14 18:45:42,2021-11-09 12:03:42,13.0,7.0,23.0,194.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,50.0,50.0,12.0,16,False,3.0,,,,
97,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,MIT,2017-02-07 13:00:30,2024-04-27 21:45:49,2021-05-13 07:18:43,24.0,2.0,3.0,129.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,4818.0,4818.0,5.0,16,False,2.0,,,,
98,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,Apache-2.0,2016-02-05 00:32:17,2025-01-12 17:43:04,2025-01-12 17:43:04,425.0,64.0,127.0,5403.0,898.0,,,,,,Rust language bindings for TensorFlow.,,,49.0,15,True,2.0,,,,['binding']
99,lsp-ai,SilasMarvin/lsp-ai,apps,https://github.com/SilasMarvin/lsp-ai,https://github.com/SilasMarvin/lsp-ai,MIT,2023-11-24 17:08:42,2025-01-07 22:17:38,2025-01-07 22:17:34,104.0,36.0,35.0,3002.0,,2024-09-24 14:49:55,0.7.1,3934.0,245.0,12.0,"LSP-AI is an open-source language server that serves as a backend for AI-powered functionality, designed to assist and..",,,8.0,15,True,3.0,,,,
100,chunkr,lumina-ai-inc/chunkr,nlp,https://github.com/lumina-ai-inc/chunkr,https://github.com/lumina-ai-inc/chunkr,AGPL-3.0,2024-08-24 19:32:47,2025-09-24 21:36:30,2025-09-24 21:36:29,179.0,10.0,93.0,2876.0,,2025-07-31 20:29:25,2.2.1,,,100.0,Vision infrastructure to turn complex documents into RAG/LLM-ready data.,,,19.0,15,True,2.0,,True,,
101,luminal,jafioti/luminal,ml-frameworks,https://github.com/luminal-ai/luminal,https://github.com/luminal-ai/luminal,Apache-2.0,2023-07-18 22:02:51,2025-09-22 06:24:00,2025-09-21 04:47:53,159.0,25.0,42.0,2535.0,,2024-03-01 23:10:25,0.2,,,2.0,Deep learning at the speed of light.,6.0,6.0,19.0,15,True,2.0,luminal-ai/luminal,,,
102,trieve,devflowinc/trieve,apps,https://github.com/devflowinc/trieve,https://github.com/devflowinc/trieve,MIT,2023-03-26 19:45:53,2025-09-12 15:02:45,2025-09-12 15:02:44,224.0,,1343.0,2508.0,,2025-03-07 21:55:14,trieve-helm-0.2.2,12.0,0.0,7.0,"All-in-one platform for search, recommendations, RAG, and analytics offered via API.",,,60.0,15,True,3.0,,True,,
103,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,MIT,2019-11-01 09:54:55,2023-03-06 15:17:06,2022-10-11 12:50:46,74.0,7.0,40.0,1871.0,,2022-08-03 06:37:23,0.9.0,47.0,0.0,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,15,False,3.0,mosuka/bayard,,,
104,dfdx,coreylowman/dfdx,ml-frameworks,https://github.com/coreylowman/dfdx,https://github.com/coreylowman/dfdx,,2021-10-12 02:58:54,2024-07-23 02:05:58,2024-01-25 19:46:50,103.0,68.0,389.0,1851.0,,2023-07-27 13:15:10,0.13.0,,,8.0,"Deep learning in Rust, with shape checked tensors and neural networks.",99.0,99.0,39.0,15,False,2.0,,,,
105,Oxen,Oxen-AI/Oxen,data-loading,https://github.com/Oxen-AI/Oxen,https://github.com/Oxen-AI/Oxen,Apache-2.0,2022-08-01 21:57:25,2025-09-30 22:59:15,2025-09-30 19:38:03,19.0,15.0,10.0,1030.0,,2025-09-16 16:20:28,0.37.2,3384.0,89.0,79.0,Lightning fast data version control system for structured and unstructured machine learning datasets. We aim to make..,2.0,2.0,27.0,15,True,3.0,,,,
106,sail,lakehq/sail,data-loading,https://github.com/lakehq/sail,https://github.com/lakehq/sail,Apache-2.0,2023-12-21 03:43:49,2025-10-01 09:24:18,2025-10-01 09:24:16,55.0,99.0,112.0,977.0,,2025-09-30 05:08:33,0.3.6,,,7.0,"LakeSail's computation framework with a mission to unify batch processing, stream processing, and compute-intensive AI..",3.0,3.0,12.0,15,True,3.0,,,5.0,
107,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2023-02-11 03:58:48,2020-02-13 07:12:11,30.0,2.0,7.0,231.0,97.0,,,,,,Natural Language Processing for Rust.,323.0,323.0,14.0,15,False,2.0,lexi-sh/rs-natural,,,
108,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,Apache-2.0,2018-11-05 20:19:05,2022-08-27 19:25:37,2022-08-27 19:25:37,42.0,12.0,31.0,207.0,536.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,17.0,17.0,10.0,15,False,3.0,,,,
109,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,Apache-2.0,2015-10-26 08:20:56,2024-03-20 09:51:14,2018-01-14 18:40:04,265.0,26.0,24.0,5551.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,,,15.0,14,False,2.0,,,,
110,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,74.0,20.0,10.0,2649.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,52.0,52.0,6.0,14,False,2.0,,,,
111,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,74.0,20.0,10.0,2649.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,52.0,52.0,6.0,14,False,3.0,,,,
112,aici,microsoft/aici,nlp,https://github.com/microsoft/aici,https://github.com/microsoft/aici,MIT,2023-09-26 21:33:16,2025-01-22 21:14:57,2025-01-22 21:14:56,81.0,34.0,42.0,2051.0,,2024-04-29 20:31:19,0.2.1,696.0,33.0,12.0,AICI: Prompts as (Wasm) Programs.,,,10.0,14,True,2.0,,,,
113,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,,2019-02-27 03:27:23,2025-10-01 01:16:28,2025-10-01 01:16:07,138.0,134.0,320.0,1470.0,,2025-10-01 01:16:28,0.0.203,,,100.0,High-performance automatic differentiation of LLVM and MLIR.,,,68.0,14,False,2.0,EnzymeAD/Enzyme,,,
114,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,MIT,2018-02-13 17:04:46,2023-03-04 01:27:07,2018-12-16 16:29:10,53.0,11.0,21.0,754.0,738.0,2018-09-05 14:54:26,0.4.0,992.0,10.0,10.0,Framework for large distributed pipelines.,,,10.0,14,False,2.0,,,,
115,ratchet,huggingface/ratchet,ml-frameworks,https://github.com/huggingface/ratchet,https://github.com/huggingface/ratchet,MIT,2024-01-11 15:00:17,2024-11-23 21:02:58,2024-11-23 08:30:22,37.0,28.0,67.0,719.0,1254.0,,,,,,A cross-platform browser ML framework.,5.0,5.0,14.0,14,True,2.0,,,,
116,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,2018-02-21 09:29:02,2022-12-26 20:39:00,2020-01-28 16:19:54,55.0,5.0,15.0,343.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,,,23.0,14,False,2.0,,,,
117,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,Apache-2.0,2019-11-09 16:14:11,2023-10-01 08:37:10,2023-10-01 08:36:57,31.0,5.0,7.0,326.0,,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",735.0,735.0,8.0,14,False,2.0,,,,
118,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,13.0,21.0,17.0,198.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",29.0,29.0,4.0,14,False,2.0,,,,
119,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-oss/levenshtein-automata,https://github.com/quickwit-oss/levenshtein-automata,MIT,2017-11-16 00:26:08,2023-02-28 04:00:01,2021-10-19 02:30:27,13.0,1.0,4.0,67.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,3572.0,3572.0,4.0,14,False,2.0,quickwit-oss/levenshtein-automata,,,
120,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,MIT,2020-08-22 03:59:58,2025-08-22 22:42:39,2025-08-22 22:38:08,5.0,,3.0,22.0,,2025-08-22 22:42:39,0.9.0,,,11.0,Common stop words in a variety of languages.,166.0,166.0,2.0,14,False,2.0,,,,
121,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,MIT,2018-06-28 13:23:45,2024-01-19 16:11:06,2023-10-12 05:03:13,137.0,14.0,109.0,4249.0,456.0,,,,,,A full-text search engine in rust.,,,20.0,13,False,3.0,,,,
122,extractous,yobix-ai/extractous,data-loading,https://github.com/yobix-ai/extractous,https://github.com/yobix-ai/extractous,Apache-2.0,2024-06-04 08:24:18,2024-12-21 10:13:30,2024-12-21 10:13:30,69.0,22.0,24.0,1556.0,,,,,,,Fast and efficient unstructured data extraction. Written in Rust with bindings for many languages.,15.0,15.0,7.0,13,True,3.0,,,,
123,nerve,evilsocket/nerve,apps,https://github.com/evilsocket/nerve,https://github.com/evilsocket/nerve,,2024-06-07 09:58:13,2025-08-23 15:12:48,2025-08-23 15:12:46,98.0,2.0,34.0,1172.0,,2025-07-29 09:38:12,1.8.0,,,31.0,The Simple Agent Development Kit.,,,13.0,13,False,3.0,,,,
124,candle-vllm,EricLBuehler/candle-vllm,mlops,https://github.com/EricLBuehler/candle-vllm,https://github.com/EricLBuehler/candle-vllm,MIT,2023-10-29 11:21:48,2025-09-26 06:14:18,2025-09-26 06:14:18,53.0,35.0,87.0,473.0,472.0,,,,,,Efficent platform for inference and serving local LLMs including an OpenAI compatible API server.,,,7.0,13,True,3.0,,,,
125,hnsw,rust-cv/hnsw,ml-frameworks,https://github.com/rust-cv/hnsw,https://github.com/rust-cv/hnsw,MIT,2019-07-21 03:52:31,2025-08-08 18:26:45,2025-08-04 22:12:39,17.0,16.0,11.0,245.0,,,,,,,HNSW ANN from the paper Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small..,151.0,151.0,8.0,13,True,3.0,,,,
126,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,MIT,2017-06-22 18:45:50,2023-08-18 07:34:39,2023-08-18 07:32:27,19.0,,5.0,121.0,203.0,2023-08-18 07:34:40,0.2.0,,,1.0,Awesome deep learning crate.,27.0,27.0,3.0,13,False,3.0,,,,
127,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,MIT,2017-08-07 00:12:06,2025-04-09 23:22:34,2025-04-09 23:22:30,10.0,3.0,2.0,102.0,52.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,222.0,222.0,5.0,13,True,3.0,,,,
128,rustling,snipsco/rustling,nlp,https://github.com/sonos/rustling,https://github.com/sonos/rustling,,2017-04-10 08:50:12,2021-07-23 15:25:44,2019-09-11 16:12:55,21.0,1.0,2.0,79.0,193.0,2019-09-11 16:13:12,0.9.1,,,12.0,Rust implementation of Duckling.,20.0,20.0,8.0,13,False,2.0,sonos/rustling,,,['binding']
129,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,MIT,2019-08-20 23:26:06,2022-11-16 19:03:18,2022-11-16 19:03:15,6.0,5.0,6.0,69.0,187.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,13.0,13.0,4.0,13,False,3.0,,,,['binding']
130,rust-cv-convert,jerry73204/rust-cv-convert,image,https://github.com/jerry73204/rust-cv-convert,https://github.com/jerry73204/rust-cv-convert,MIT,2021-01-12 12:43:12,2025-05-20 07:10:40,2025-05-20 07:10:17,26.0,8.0,7.0,51.0,191.0,,,,,,Type conversion among popular Rust computer vision libraries.,30.0,30.0,7.0,13,False,3.0,,,,
131,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,MIT,2019-11-06 17:35:02,2024-04-11 19:02:16,2023-09-09 01:35:25,9.0,1.0,2.0,24.0,236.0,,,,,,A Rust crate that reads and writes tfrecord files.,54.0,54.0,4.0,13,False,3.0,,,,
132,RustGPT,tekaratzas/RustGPT,nlp,https://github.com/tekaratzas/RustGPT,https://github.com/tekaratzas/RustGPT,MIT,2025-09-13 22:05:55,2025-09-29 14:58:12,2025-09-29 14:58:12,219.0,3.0,2.0,2729.0,,,,,,,An transformer based LLM. Written completely in Rust.,,,8.0,12,True,2.0,,True,,
133,cleora,Synerise/cleora,ml-frameworks,https://github.com/BaseModelAI/cleora,https://github.com/BaseModelAI/cleora,,2020-11-05 17:16:06,2024-11-28 16:28:51,2024-11-28 16:28:51,53.0,1.0,23.0,510.0,122.0,2024-11-24 21:52:40,2.0.0,3749.0,63.0,9.0,"Cleora AI is a general-purpose open-source model for efficient, scalable learning of stable and inductive entity..",,,14.0,12,False,3.0,BaseModelAI/cleora,,-4.0,
134,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,MIT,2017-09-05 14:42:39,2023-02-11 06:38:39,2023-02-11 06:38:32,37.0,7.0,33.0,501.0,386.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,,,15.0,12,False,3.0,,,,
135,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,Apache-2.0,2019-11-23 12:04:58,2025-06-20 00:17:12,2025-06-20 00:17:06,40.0,28.0,132.0,384.0,,2025-01-10 07:26:45,0.6.10,387.0,8.0,12.0,Sudachi in Rust and new generation of SudachiPy.,,,15.0,12,True,2.0,,,-7.0,
136,instant-distance,InstantDomain/instant-distance,ml-frameworks,https://github.com/djc/instant-distance,https://github.com/djc/instant-distance,Apache-2.0,2020-12-14 15:15:27,2025-09-08 08:32:08,2025-09-08 08:32:00,26.0,2.0,5.0,334.0,,,,,,,"Fast approximate nearest neighbor searching in Rust, based on HNSW index.",4.0,4.0,10.0,12,True,3.0,djc/instant-distance,,,
137,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,MIT,2019-12-30 10:02:22,2023-10-04 15:52:19,2022-07-18 03:30:54,18.0,,11.0,193.0,292.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,,,4.0,12,False,2.0,,,,
138,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-project/ungoliant,https://github.com/oscar-project/ungoliant,Apache-2.0,2021-02-15 03:19:32,2023-12-18 16:31:48,2023-11-09 14:19:54,16.0,18.0,25.0,172.0,,2023-02-24 12:20:48,2.0.0,,,6.0,The pipeline for the OSCAR corpus.,7.0,7.0,7.0,12,False,2.0,oscar-project/ungoliant,,,
139,rustfst,Garvys/rustfst,nlp,https://github.com/garvys-org/rustfst,https://github.com/garvys-org/rustfst,,2018-09-13 21:21:45,2025-07-11 13:50:17,2025-07-11 13:43:05,19.0,22.0,29.0,170.0,,2025-07-11 15:55:39,rustfst-v1.2.6,,,27.0,"Rust re-implementation of OpenFST - library for constructing, combining, optimizing, and searching weighted finite-..",22.0,22.0,23.0,12,False,2.0,garvys-org/rustfst,,,
