,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,labels,trending
87,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,,MIT,2019-11-06 17:35:02,2022-04-03 07:14:22,2022-04-03 06:09:10,6.0,,2.0,21.0,221.0,,,,,,A Rust crate that reads and writes tfrecord files.,3.0,11,False,3,,,,
88,neuronika,neuronika/neuronika,ml-frameworks,https://github.com/neuronika/neuronika,https://github.com/neuronika/neuronika,,MPL-2.0,2021-02-13 17:04:39,2022-04-13 14:18:37,2022-02-16 12:49:21,29.0,7.0,31.0,699.0,,,,,,,Tensors and dynamic neural networks in pure Rust.,2.0,10,True,3,,,,
89,deduplicate-text-datasets,google-research/deduplicate-text-datasets,nlp,https://github.com/google-research/deduplicate-text-datasets,https://github.com/google-research/deduplicate-text-datasets,,Apache-2.0,2021-07-16 00:24:25,2022-04-15 16:30:45,2022-04-15 16:30:42,22.0,1.0,7.0,341.0,39.0,,,,,,,2.0,10,False,2,,,,
90,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,31.0,1.0,2.0,307.0,41.0,,,,,,A neural network crate.,2.0,10,False,3,,,,
91,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,20.0,12.0,26.0,288.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",4.0,10,False,3,,,,
92,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2022-01-10 15:11:31,2021-11-11 00:51:24,30.0,30.0,21.0,233.0,,,,,,,SmartCore is a comprehensive library for machine learning and numerical computing. The library provides a set of tools..,17.0,10,True,3,,,,
93,deeplearn-rs,tedsta/deeplearn-rs,ml-frameworks,https://github.com/tedsta/deeplearn-rs,https://github.com/tedsta/deeplearn-rs,,MIT,2015-10-27 02:51:50,2019-10-30 04:18:48,2017-08-20 03:30:59,22.0,1.0,4.0,194.0,78.0,,,,,,Neural networks in Rust.,2.0,10,False,3,,,,
94,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,,2020-08-04 03:04:15,2022-04-04 15:52:50,2022-04-03 00:31:41,36.0,27.0,17.0,125.0,445.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,8.0,10,False,3,,,['binding'],
95,orkhon,vertexclique/orkhon,ml-frameworks,https://github.com/vertexclique/orkhon,https://github.com/vertexclique/orkhon,,MIT,2019-05-18 23:24:53,2021-02-01 15:23:47,2021-02-01 15:23:39,3.0,4.0,3.0,119.0,102.0,2020-11-17 23:04:49,0.2.0,,,1.0,Orkhon: ML Inference Framework and Server Runtime.,,10,False,3,,,,
96,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,,MIT,2017-02-07 13:00:30,2022-04-25 00:22:42,2021-05-13 07:18:43,13.0,,3.0,72.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,5.0,10,False,2,,,,
97,torchrs,torchrs/torchrs,ml-frameworks,https://github.com/torchrs/torchrs,https://github.com/torchrs/torchrs,,BSD-2-Clause,2017-05-27 21:57:45,2017-07-16 00:27:45,2017-07-16 00:27:34,10.0,1.0,,71.0,532.0,,,,,,Deep Learning in Rust with the PyTorch API.,,10,False,3,,,['binding'],
98,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,,2018-06-02 08:47:45,2022-01-06 08:15:10,2022-01-06 08:15:06,4.0,3.0,29.0,68.0,302.0,2020-07-27 09:03:36,0.9.4,39.0,0.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,6.0,10,False,2,,,,
99,rustling,snipsco/rustling,nlp,https://github.com/sonos/rustling,https://github.com/sonos/rustling,sonos/rustling,,2017-04-10 08:50:12,2021-07-23 15:25:44,2019-09-11 16:12:55,20.0,,2.0,67.0,193.0,2019-09-11 16:13:12,0.9.1,,,12.0,Rust implementation of Duckling.,6.0,10,False,2,,,['binding'],
100,ffsvm-rust,ralfbiedert/ffsvm-rust,ml-frameworks,https://github.com/ralfbiedert/ffsvm-rust,https://github.com/ralfbiedert/ffsvm-rust,,MIT,2017-12-10 16:52:20,2019-12-20 23:08:07,2019-06-07 10:54:07,6.0,2.0,6.0,48.0,318.0,,,,,,FFSVM stands for Really Fast Support Vector Machine.,,10,False,3,,,,
101,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-oss/levenshtein-automata,https://github.com/quickwit-oss/levenshtein-automata,quickwit-oss/levenshtein-automata,MIT,2017-11-16 00:26:08,2022-03-21 20:18:00,2021-10-19 02:30:27,10.0,1.0,4.0,43.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,4.0,10,False,2,,,,
102,bhtsne,frjnn/bhtsne,ml-frameworks,https://github.com/frjnn/bhtsne,https://github.com/frjnn/bhtsne,,MIT,2020-08-21 15:39:47,2022-02-14 14:25:30,2022-02-14 14:25:29,7.0,,6.0,43.0,36.0,,,,,,Parallel Barnes-Hut t-SNE implementation written in Rust.,3.0,10,False,3,,,,
103,rust-sbert,cpcdoy/rust-sbert,nlp,https://github.com/cpcdoy/rust-sbert,https://github.com/cpcdoy/rust-sbert,,Apache-2.0,2020-04-19 14:27:46,2022-03-21 14:34:12,2022-03-21 14:34:12,6.0,,1.0,35.0,63.0,,,,,,Rust port of sentence-transformers (https://github.com/UKPLab/sentence-transformers).,4.0,10,False,2,,,,
104,black-jack,milesgranger/black-jack,ml-frameworks,https://github.com/milesgranger/black-jack,https://github.com/milesgranger/black-jack,,GPL-3.0,2018-08-18 14:31:48,2021-07-22 04:16:28,2021-04-29 19:39:04,5.0,8.0,42.0,30.0,217.0,2019-04-28 11:10:27,0.1.0,,,2.0,DataFrame / Series data processing in Rust.,2.0,10,False,3,,,,
105,rustdef,emakryo/rustdef,ml-frameworks,https://github.com/emakryo/rustdef,https://github.com/emakryo/rustdef,,MIT,2020-01-26 04:08:22,2022-04-18 02:02:28,2022-02-25 14:54:06,1.0,2.0,3.0,17.0,66.0,2021-11-25 17:39:23,0.3.1,16.0,0.0,8.0,Jupyter extension for Rust.,2.0,10,False,3,,,,
106,snips-nlu-parsers,snipsco/snips-nlu-parsers,nlp,https://github.com/snipsco/snips-nlu-parsers,https://github.com/snipsco/snips-nlu-parsers,,,2019-01-22 12:45:41,2022-02-20 12:04:11,2020-01-24 10:13:48,30.0,2.0,2.0,15.0,102.0,2020-01-24 10:14:32,0.4.3,198.0,5.0,13.0,Rust crate for entity parsing.,5.0,10,False,2,,,,
107,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,,MIT,2020-08-22 03:59:58,2022-01-21 19:03:55,2022-01-21 19:03:53,1.0,,,6.0,74.0,2021-12-28 13:34:53,0.6.2,,,5.0,Common stop words in a variety of languages.,,10,False,2,,,,
108,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,34.0,4.0,6.0,521.0,136.0,,,,,,A lightweight Datalog engine in Rust.,13.0,9,False,3,,,,
109,cv,rust-cv/cv,image,https://github.com/rust-cv/cv,https://github.com/rust-cv/cv,,,2020-04-04 17:46:04,2022-04-17 05:12:04,2022-04-17 05:12:02,31.0,30.0,6.0,330.0,,,,,,,"Rust CV mono-repo. Contains pure-Rust dependencies which attempt to encapsulate the capability of OpenCV, OpenMVG, and..",8.0,9,False,3,,,,
110,instant-distance,InstantDomain/instant-distance,ml-frameworks,https://github.com/InstantDomain/instant-distance,https://github.com/InstantDomain/instant-distance,,Apache-2.0,2020-12-14 15:15:27,2022-03-28 09:21:02,2022-03-28 09:21:02,6.0,1.0,2.0,120.0,,,,,,,"Fast approximate nearest neighbor searching in Rust, based on HNSW index.",6.0,9,False,3,,,,
111,tflite-rs,boncheolgu/tflite-rs,ml-frameworks,https://github.com/boncheolgu/tflite-rs,https://github.com/boncheolgu/tflite-rs,,,2018-10-23 13:13:57,2022-04-18 03:33:16,2022-01-31 14:20:22,27.0,16.0,9.0,67.0,152.0,,,,,,,9.0,9,False,3,,,,
112,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,,MIT,2017-06-22 18:45:50,2021-01-29 17:43:28,2018-01-07 20:12:50,6.0,1.0,1.0,61.0,194.0,,,,,,Awesome deep learning crate.,2.0,9,False,3,,,,
113,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,,MIT,2017-08-07 00:12:06,2021-12-01 19:17:22,2021-10-12 10:04:19,4.0,,,56.0,39.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,3.0,9,False,3,,,,
114,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,,2015-06-23 13:59:00,2018-01-31 13:53:22,2018-01-31 13:53:17,7.0,2.0,3.0,50.0,332.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,2.0,9,False,3,,,,
115,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,,2019-03-19 18:18:31,2021-12-18 19:41:53,2021-12-18 19:41:47,5.0,4.0,37.0,48.0,,2021-12-12 19:26:30,0.17.2,,,10.0,finalfusion embeddings in Rust.,5.0,9,False,3,,,,
116,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,,MPL-2.0,2017-03-05 09:40:12,2021-03-27 09:39:28,2021-03-27 09:34:51,7.0,2.0,1.0,44.0,33.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",3.0,9,False,3,,,,
117,dpar,danieldk/dpar,nlp,https://github.com/danieldk/dpar,https://github.com/danieldk/dpar,,Apache-2.0,2015-03-18 10:17:41,2020-09-14 12:16:26,2020-09-14 12:16:07,3.0,5.0,6.0,41.0,58.0,,,,,,Neural network transition-based dependency parser (in Rust).,3.0,9,False,3,,,,
118,visionmagic,visioncortex/visionmagic,image,https://github.com/visioncortex/visionmagic,https://github.com/visioncortex/visionmagic,,,2020-12-16 15:07:32,2021-07-24 09:05:13,2021-07-24 09:05:06,4.0,,,38.0,39.0,2021-07-23 10:16:58,0.2.0,,,4.0,Collection of vision & graphics algorithms.,3.0,9,False,3,,,,
