,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels,new_addition
75,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2021-11-26 07:13:28,2021-11-07 08:06:28,14.0,1.0,5.0,106.0,383.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",3.0,11,True,2,,,,,
76,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,27.0,4.0,6.0,54.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,12.0,11,False,2,,,,,
77,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,,2018-01-27 21:50:14,2021-07-29 09:33:36,2021-07-23 10:33:22,9.0,7.0,14.0,52.0,214.0,2021-06-21 19:51:47,0.10.0,,,9.0,Rust language bindings for Faiss.,5.0,11,False,2,,,,['binding'],
78,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,,2019-03-19 18:18:31,2021-11-26 07:14:34,2021-11-26 07:14:32,5.0,4.0,36.0,43.0,240.0,2020-08-15 06:46:38,0.14.0,,,8.0,finalfusion embeddings in Rust.,5.0,11,False,2,,,,,
79,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2021-11-21 11:51:50,2021-11-21 11:51:50,2.0,3.0,19.0,34.0,62.0,2021-11-09 09:32:29,2.5.0.post2,,,26.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,3.0,11,False,2,,,,,
80,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,,MIT,2020-08-22 03:59:58,2021-11-11 15:02:11,2021-11-11 15:02:05,,,,3.0,67.0,2021-11-05 19:28:09,0.6.0,,,4.0,Common stop words in a variety of languages.,,11,False,2,,,4.0,,
81,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,,2021-10-17 23:37:05,2021-11-29 05:48:48,2021-11-29 05:48:45,22.0,5.0,2.0,1107.0,88.0,,,,,,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,3.0,10,False,1,,,,,True
82,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,,2018-05-16 13:37:32,2021-09-13 18:01:18,2021-09-13 18:00:45,32.0,4.0,5.0,462.0,130.0,,,,,,A lightweight Datalog engine in Rust.,13.0,10,False,3,,,,,
83,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,31.0,1.0,2.0,306.0,41.0,,,,,,A neural network crate.,2.0,10,False,3,,,,,
84,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,20.0,12.0,26.0,286.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",4.0,10,False,3,,,,,
85,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,,2018-04-20 18:38:06,2021-08-15 21:48:40,2021-05-26 07:20:11,16.0,10.0,14.0,251.0,1192.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",9.0,10,False,3,,,,,
86,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2021-11-28 19:05:45,2021-10-19 05:46:22,19.0,3.0,17.0,226.0,,,,,,,Rust library for regular expressions using fancy features like look-around and backreferences.,16.0,10,True,2,,,,,
87,deeplearn-rs,tedsta/deeplearn-rs,ml-frameworks,https://github.com/tedsta/deeplearn-rs,https://github.com/tedsta/deeplearn-rs,,MIT,2015-10-27 02:51:50,2019-10-30 04:18:48,2017-08-20 03:30:59,23.0,1.0,4.0,194.0,78.0,,,,,,Neural networks in Rust.,2.0,10,False,3,,,,,
88,autograph,charles-r-earp/autograph,ml-frameworks,https://github.com/charles-r-earp/autograph,https://github.com/charles-r-earp/autograph,,,2019-06-17 23:43:49,2021-11-28 01:35:43,2021-11-28 01:34:24,4.0,,5.0,169.0,,2021-10-30 07:45:59,0.1.0,,,1.0,Machine Learning Library for Rust.,3.0,10,False,3,,,3.0,,
89,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,,MIT,2019-06-22 20:37:19,2021-02-04 03:11:05,2021-02-04 03:11:00,15.0,,1.0,139.0,164.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,10,True,3,,,,,
90,orkhon,vertexclique/orkhon,ml-frameworks,https://github.com/vertexclique/orkhon,https://github.com/vertexclique/orkhon,,MIT,2019-05-18 23:24:53,2021-02-01 15:23:47,2021-02-01 15:23:39,3.0,4.0,3.0,108.0,102.0,2020-11-17 23:04:49,0.2.0,,,1.0,Orkhon: ML Inference Framework and Server Runtime.,,10,True,3,,,,,
91,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,,2020-08-04 03:04:15,2021-11-02 09:26:32,2021-08-04 01:28:04,26.0,25.0,16.0,97.0,443.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,7.0,10,False,3,,,,['binding'],
92,torchrs,torchrs/torchrs,ml-frameworks,https://github.com/torchrs/torchrs,https://github.com/torchrs/torchrs,,BSD-2-Clause,2017-05-27 21:57:45,2017-07-16 00:27:45,2017-07-16 00:27:34,11.0,1.0,,73.0,532.0,,,,,,Deep Learning in Rust with the PyTorch API.,,10,False,3,,,,['binding'],
93,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,,2018-06-02 08:47:45,2021-11-29 11:08:50,2021-11-29 11:08:47,4.0,2.0,29.0,65.0,294.0,2020-07-27 09:03:36,0.9.4,39.0,1.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,6.0,10,False,2,,,,,
94,rustling,snipsco/rustling,nlp,https://github.com/snipsco/rustling,https://github.com/snipsco/rustling,,,2017-04-10 08:50:12,2021-07-23 15:25:44,2019-09-11 16:12:55,20.0,,2.0,65.0,193.0,2019-09-11 16:13:12,0.9.1,,,12.0,Rust implementation of Duckling.,6.0,10,False,2,,,,['binding'],
95,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,,MIT,2017-08-07 00:12:06,2021-10-12 10:04:19,2021-10-12 10:04:19,3.0,,,55.0,39.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,3.0,10,False,3,,,,,
96,ffsvm-rust,ralfbiedert/ffsvm-rust,ml-frameworks,https://github.com/ralfbiedert/ffsvm-rust,https://github.com/ralfbiedert/ffsvm-rust,,MIT,2017-12-10 16:52:20,2019-12-20 23:08:07,2019-06-07 10:54:07,6.0,2.0,6.0,47.0,318.0,,,,,,FFSVM stands for Really Fast Support Vector Machine.,,10,False,3,,,,,
97,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-inc/levenshtein-automata,https://github.com/quickwit-inc/levenshtein-automata,quickwit-inc/levenshtein-automata,MIT,2017-11-16 00:26:08,2021-10-19 02:30:27,2021-10-19 02:30:27,7.0,1.0,4.0,39.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,4.0,10,False,2,,,,,
98,visionmagic,visioncortex/visionmagic,image,https://github.com/visioncortex/visionmagic,https://github.com/visioncortex/visionmagic,,,2020-12-16 15:07:32,2021-07-24 09:05:13,2021-07-24 09:05:06,4.0,,,35.0,39.0,2021-07-23 10:16:58,0.2.0,,,4.0,Collection of vision & graphics algorithms.,3.0,10,False,3,,,,,
99,black-jack,milesgranger/black-jack,ml-frameworks,https://github.com/milesgranger/black-jack,https://github.com/milesgranger/black-jack,,GPL-3.0,2018-08-18 14:31:48,2021-07-22 04:16:28,2021-04-29 19:39:04,5.0,8.0,42.0,28.0,217.0,2019-04-28 11:10:27,0.1.0,,,2.0,DataFrame / Series data processing in Rust.,2.0,10,False,3,,,,,
100,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,,MIT,2019-11-06 17:35:02,2021-11-14 06:19:01,2021-11-14 06:17:57,5.0,,2.0,18.0,178.0,,,,,,A Rust crate that reads and writes tfrecord files.,3.0,10,False,3,,,,,
101,rustdef,emakryo/rustdef,ml-frameworks,https://github.com/emakryo/rustdef,https://github.com/emakryo/rustdef,,MIT,2020-01-26 04:08:22,2021-11-29 02:01:42,2021-11-25 17:38:16,,2.0,3.0,16.0,63.0,2021-11-25 17:39:23,0.3.1,,,8.0,Jupyter extension for Rust.,2.0,10,False,3,,,,,
102,neuronika,neuronika/neuronika,ml-frameworks,https://github.com/neuronika/neuronika,https://github.com/neuronika/neuronika,,MPL-2.0,2021-02-13 17:04:39,2021-11-26 16:06:27,2021-11-26 16:06:23,20.0,6.0,24.0,567.0,,,,,,,Tensors and dynamic neural networks in pure Rust.,2.0,9,False,3,,,,,
103,instant-distance,InstantDomain/instant-distance,ml-frameworks,https://github.com/InstantDomain/instant-distance,https://github.com/InstantDomain/instant-distance,,Apache-2.0,2020-12-14 15:15:27,2021-11-10 08:44:55,2021-11-10 08:44:50,6.0,,2.0,115.0,,,,,,,"Fast approximate nearest neighbor searching in Rust, based on HNSW index.",6.0,9,False,3,,,,,
104,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,,MIT,2017-02-07 13:00:30,2021-05-14 07:08:54,2021-05-13 07:18:43,11.0,,3.0,69.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,5.0,9,False,3,,,,,
105,tractjs,bminixhofer/tractjs,ml-frameworks,https://github.com/bminixhofer/tractjs,https://github.com/bminixhofer/tractjs,,,2020-05-24 07:46:54,2021-09-22 01:51:10,2021-07-23 10:51:13,7.0,3.0,11.0,62.0,,2021-07-23 11:17:36,0.4.0,10.0,0.0,11.0,Run ONNX and TensorFlow inference in the browser.,2.0,9,False,3,,,,,
106,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,,MIT,2017-06-22 18:45:50,2021-01-29 17:43:28,2018-01-07 20:12:50,6.0,1.0,1.0,58.0,194.0,,,,,,Awesome deep learning crate.,2.0,9,False,3,,,,,
107,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,,2015-06-23 13:59:00,2018-01-31 13:53:22,2018-01-31 13:53:17,6.0,2.0,3.0,47.0,332.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,2.0,9,False,3,,,,,
108,dpar,danieldk/dpar,nlp,https://github.com/danieldk/dpar,https://github.com/danieldk/dpar,,Apache-2.0,2015-03-18 10:17:41,2020-09-14 12:16:26,2020-09-14 12:16:07,3.0,5.0,6.0,42.0,58.0,,,,,,Neural network transition-based dependency parser (in Rust).,3.0,9,False,3,,,,,
109,bhtsne,frjnn/bhtsne,ml-frameworks,https://github.com/frjnn/bhtsne,https://github.com/frjnn/bhtsne,,MIT,2020-08-21 15:39:47,2021-11-22 22:55:56,2021-11-22 22:55:56,4.0,,5.0,38.0,30.0,,,,,,Parallel Barnes-Hut t-SNE implementation written in Rust.,2.0,9,False,3,,,,,
110,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,,MPL-2.0,2017-03-05 09:40:12,2021-03-27 09:39:28,2021-03-27 09:34:51,6.0,1.0,1.0,36.0,33.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",3.0,9,False,3,,,,,
111,visual-odometry-rs,mpizenberg/visual-odometry-rs,image,https://github.com/mpizenberg/visual-odometry-rs,https://github.com/mpizenberg/visual-odometry-rs,,MPL-2.0,2018-03-26 08:10:34,2020-01-17 19:04:01,2019-03-25 14:16:01,1.0,6.0,1.0,30.0,299.0,,,,,,Visual Odometry in Rust (vors).,,9,False,3,,,,,
112,rust-sbert,cpcdoy/rust-sbert,nlp,https://github.com/cpcdoy/rust-sbert,https://github.com/cpcdoy/rust-sbert,,Apache-2.0,2020-04-19 14:27:46,2021-06-30 10:21:56,2020-11-23 16:05:05,4.0,,1.0,29.0,62.0,,,,,,Rust port of sentence-transformers (https://github.com/UKPLab/sentence-transformers).,3.0,9,False,3,,,,,
113,RusticSOM,avinashshenoy97/RusticSOM,ml-frameworks,https://github.com/avinashshenoy97/RusticSOM,https://github.com/avinashshenoy97/RusticSOM,,MIT,2018-03-04 07:44:42,2020-10-14 21:10:03,2020-10-07 18:54:35,5.0,,,22.0,48.0,,,,,,Rust library for Self Organising Maps (SOM).,5.0,9,False,3,,,,,
114,gazetteer-entity-parser,snipsco/gazetteer-entity-parser,nlp,https://github.com/snipsco/gazetteer-entity-parser,https://github.com/snipsco/gazetteer-entity-parser,,,2018-06-12 07:13:37,2019-12-06 14:10:32,2019-12-06 14:10:28,14.0,1.0,1.0,14.0,231.0,2019-08-27 13:51:07,0.8.0,,,8.0,Rust library for parsing and resolving entity values based on a gazetteer.,8.0,9,False,3,,,,,
115,snips-nlu-parsers,snipsco/snips-nlu-parsers,nlp,https://github.com/snipsco/snips-nlu-parsers,https://github.com/snipsco/snips-nlu-parsers,,,2019-01-22 12:45:41,2020-01-24 10:14:32,2020-01-24 10:13:48,29.0,2.0,2.0,13.0,102.0,2020-01-24 10:14:32,0.4.3,196.0,5.0,13.0,Rust crate for entity parsing.,5.0,9,False,3,,,,,
116,rust-cv-convert,jerry73204/rust-cv-convert,image,https://github.com/jerry73204/rust-cv-convert,https://github.com/jerry73204/rust-cv-convert,,MIT,2021-01-12 12:43:12,2021-11-14 05:58:52,2021-11-14 04:00:54,3.0,1.0,,11.0,71.0,,,,,,Type conversion among popular Rust computer vision libraries.,5.0,9,False,3,,,,,
117,eval-metrics,benjarison/eval-metrics,interpret,https://github.com/benjarison/eval-metrics,https://github.com/benjarison/eval-metrics,,,2020-05-21 04:00:07,2021-11-18 13:09:44,2021-11-18 13:09:30,,,,5.0,71.0,2021-08-25 22:10:31,0.1.1,,,2.0,Evaluation metrics for machine learning.,,9,False,1,,,,,
118,tch-serde,jerry73204/tch-serde,data-loading,https://github.com/jerry73204/tch-serde,https://github.com/jerry73204/tch-serde,,MIT,2020-07-21 21:04:15,2021-11-14 05:58:31,2021-06-26 02:51:24,3.0,,,4.0,35.0,,,,,,Serialize/Deserialize tch-rs types with serde.,3.0,9,False,3,,,,,
119,cv,rust-cv/cv,image,https://github.com/rust-cv/cv,https://github.com/rust-cv/cv,,,2020-04-04 17:46:04,2021-11-12 07:16:06,2021-11-12 07:16:04,19.0,28.0,5.0,239.0,,,,,,,"Rust CV mono-repo. Contains pure-Rust dependencies which attempt to encapsulate the capability of OpenCV, OpenMVG, and..",7.0,8,False,3,,,,,
120,vtext,rth/vtext,nlp,https://github.com/rth/vtext,https://github.com/rth/vtext,,Apache-2.0,2018-11-05 09:02:15,2021-06-15 20:48:37,2020-06-18 21:00:31,10.0,11.0,7.0,121.0,,,,,,,Simple NLP in Rust with Python bindings.,3.0,8,False,3,,,,,
121,kdtree-rs,mrhooray/kdtree-rs,ml-frameworks,https://github.com/mrhooray/kdtree-rs,https://github.com/mrhooray/kdtree-rs,,,2015-07-29 05:20:17,2021-05-13 02:26:34,2021-05-13 02:26:34,24.0,2.0,14.0,115.0,85.0,,,,,,K-dimensional tree in Rust for fast geospatial indexing and lookup.,14.0,8,False,3,,,,,
122,alumina,millardjn/alumina,ml-frameworks,https://github.com/millardjn/alumina,https://github.com/millardjn/alumina,,,2017-02-06 15:57:08,2021-08-08 04:37:14,2021-08-08 04:24:48,8.0,3.0,,90.0,245.0,,,,,,A deep learning library for rust.,,8,False,3,,,,,
123,hal,jramapuram/hal,ml-frameworks,https://github.com/jramapuram/hal,https://github.com/jramapuram/hal,,MIT,2015-07-22 20:11:09,2016-10-22 00:27:46,2016-10-22 00:24:58,9.0,5.0,,79.0,52.0,,,,,,Rust based Cross-GPU Machine Learning.,2.0,8,False,3,,,,,
124,tflite-rs,boncheolgu/tflite-rs,ml-frameworks,https://github.com/boncheolgu/tflite-rs,https://github.com/boncheolgu/tflite-rs,,,2018-10-23 13:13:57,2021-08-30 06:20:01,2021-06-08 11:48:39,25.0,15.0,9.0,52.0,151.0,,,,,,,9.0,8,False,3,,,,,
125,syntaxdot,tensordot/syntaxdot,nlp,https://github.com/tensordot/syntaxdot,https://github.com/tensordot/syntaxdot,,,2020-10-07 17:49:05,2021-11-21 16:38:34,2021-11-21 16:38:31,,6.0,12.0,28.0,,2021-08-16 07:03:01,0.4.1,17.0,1.0,11.0,"Neural syntax annotator, supporting sequence labeling, lemmatization, and dependency parsing.",3.0,8,False,3,,,,,
126,chr,pemistahl/chr,nlp,https://github.com/pemistahl/chr,https://github.com/pemistahl/chr,,Apache-2.0,2020-06-22 07:50:18,2021-01-14 10:14:41,2021-01-05 20:35:25,1.0,1.0,,28.0,35.0,2021-01-05 20:46:19,1.0.0,24.0,2.0,1.0,A command-line tool that gives information about Unicode characters.,,8,False,3,,,,,
127,sticker,stickeritis/sticker,nlp,https://github.com/stickeritis/sticker,https://github.com/stickeritis/sticker,,,2019-02-15 09:35:54,2021-03-19 10:08:03,2021-03-19 10:08:00,2.0,15.0,37.0,26.0,206.0,2020-06-10 12:27:31,0.11.1,81.0,2.0,17.0,Succeeded by SyntaxDot: https://github.com/tensordot/syntaxdot.,4.0,8,False,3,,,,,
128,treebender,vgel/treebender,nlp,https://github.com/vgel/treebender,https://github.com/vgel/treebender,,MIT,2020-10-18 21:34:55,2021-06-26 02:28:00,2021-06-26 02:27:47,,2.0,,22.0,47.0,,,,,,A HDPSG-inspired symbolic natural language parser written in Rust.,,8,False,3,,,,,
129,rust-dl-webserver,epwalsh/rust-dl-webserver,ml-frameworks,https://github.com/epwalsh/rust-dl-webserver,https://github.com/epwalsh/rust-dl-webserver,,,2020-03-25 21:29:16,2021-11-16 18:24:30,2021-11-16 18:22:43,5.0,,,21.0,69.0,,,,,,Example of serving deep learning models in Rust with batched prediction.,3.0,8,False,3,,,,,
130,word2vec,dimakudosh/word2vec,nlp,https://github.com/DimaKudosh/word2vec,https://github.com/DimaKudosh/word2vec,,MIT,2016-01-28 19:57:43,2019-11-04 15:30:36,2019-11-04 15:29:26,6.0,,,20.0,63.0,,,,,,Rust interface to word2vec.,5.0,8,False,3,,,,,
131,deepfrog,proycon/deepfrog,nlp,https://github.com/proycon/deepfrog,https://github.com/proycon/deepfrog,,GPL-3.0,2020-02-12 12:28:13,2021-07-14 17:51:10,2021-04-18 16:58:45,1.0,5.0,3.0,15.0,128.0,2021-04-11 13:32:18,0.2.1,,,2.0,An NLP-suite powered by deep learning.,,8,False,3,,,,,
132,flaco,milesgranger/flaco,data-loading,https://github.com/milesgranger/flaco,https://github.com/milesgranger/flaco,,,2021-09-28 17:42:53,2021-11-11 08:56:33,2021-11-07 12:37:56,,,,13.0,42.0,2021-11-11 08:56:33,0.5.0,,,8.0,(PoC) Perhaps the most memory-efficient way to read data from PostgreSQL into pandas/numpy.,,8,False,3,,,,,
133,ngt-rs,lerouxrgd/ngt-rs,ml-frameworks,https://github.com/lerouxrgd/ngt-rs,https://github.com/lerouxrgd/ngt-rs,,Apache-2.0,2020-04-26 21:45:05,2021-11-19 20:43:28,2021-11-19 20:40:17,1.0,,1.0,11.0,30.0,,,,,,Rust wrappers for NGT approximate nearest neighbor search.,,8,False,3,,,,['binding'],
134,awabi,nakagami/awabi,nlp,https://github.com/nakagami/awabi,https://github.com/nakagami/awabi,,MIT,2020-03-12 23:10:27,2021-10-22 07:17:33,2021-10-22 07:15:26,,,,6.0,54.0,,,,,,A morphological analyzer using mecab dictionary.,,8,False,3,,,,,
135,rstats,liborty/rstats,ml-frameworks,https://github.com/liborty/rstats,https://github.com/liborty/rstats,,Apache-2.0,2020-08-30 04:06:51,2021-11-20 10:13:27,2021-11-20 10:13:19,,,,2.0,281.0,,,,,,Rust Statistics and Vector Algebra Library.,,8,False,3,,,,,
136,deduplicate-text-datasets,google-research/deduplicate-text-datasets,nlp,https://github.com/google-research/deduplicate-text-datasets,https://github.com/google-research/deduplicate-text-datasets,,Apache-2.0,2021-07-16 00:24:25,2021-09-29 22:29:15,2021-07-28 14:57:01,15.0,1.0,3.0,231.0,8.0,,,,,,,2.0,7,False,3,,,,,
137,gamma,metamolecular/gamma,ml-frameworks,https://github.com/metamolecular/gamma,https://github.com/metamolecular/gamma,,,2020-02-14 14:48:02,2021-01-25 18:43:42,2021-01-25 18:42:39,4.0,,6.0,111.0,50.0,,,,,,A graph library for Rust.,3.0,7,False,3,,,,,
138,fwumious_wabbit,outbrain/fwumious_wabbit,ml-frameworks,https://github.com/outbrain/fwumious_wabbit,https://github.com/outbrain/fwumious_wabbit,,,2020-09-14 12:52:38,2021-11-29 11:48:19,2021-10-04 12:39:06,10.0,1.0,1.0,104.0,,,,,,,"Fwumious Wabbit, fast on-line machine learning toolkit written in Rust.",9.0,7,False,3,,,,,
139,rustfst,Garvys/rustfst,nlp,https://github.com/Garvys/rustfst,https://github.com/Garvys/rustfst,,,2018-09-13 21:21:45,2021-10-30 10:17:35,2021-10-26 13:25:09,7.0,11.0,15.0,79.0,,2020-02-04 13:53:05,rustfst-v0.5.0,,,1.0,"Rust re-implementation of OpenFST - library for constructing, combining, optimizing, and searching weighted finite-..",9.0,7,False,3,,,,,
140,hnsw,rust-cv/hnsw,ml-frameworks,https://github.com/rust-cv/hnsw,https://github.com/rust-cv/hnsw,,MIT,2019-07-21 03:52:31,2021-07-19 03:08:21,2021-07-19 03:08:17,2.0,12.0,9.0,74.0,147.0,,,,,,HNSW ANN from the paper Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small..,2.0,7,False,3,,,,,
141,word2vec-rs,mklf/word2vec-rs,nlp,https://github.com/mklf/word2vec-rs,https://github.com/mklf/word2vec-rs,,,2016-11-11 16:06:12,2021-11-12 18:12:38,2021-08-31 06:02:55,9.0,1.0,,34.0,20.0,,,,,,pure rust implemention of word2vec.,4.0,7,False,3,,,,,
142,fasttext-rs,messense/fasttext-rs,nlp,https://github.com/messense/fasttext-rs,https://github.com/messense/fasttext-rs,,,2018-01-18 04:08:07,2021-08-14 10:12:43,2021-08-14 10:12:37,7.0,,2.0,34.0,101.0,,,,,,fastText Rust binding.,4.0,7,False,3,,,,['binding'],
143,crfsuite-rs,messense/crfsuite-rs,ml-frameworks,https://github.com/messense/crfsuite-rs,https://github.com/messense/crfsuite-rs,,MIT,2018-01-05 07:58:56,2021-04-24 07:26:33,2021-01-27 09:27:30,,,8.0,17.0,144.0,,,,,,Rust binding to crfsuite.,,7,False,3,,,,,
144,h2o-kubernetes,h2oai/h2o-kubernetes,mlops,https://github.com/h2oai/h2o-kubernetes,https://github.com/h2oai/h2o-kubernetes,,Apache-2.0,2020-08-04 16:47:37,2021-02-24 19:02:26,2021-02-09 11:49:12,4.0,5.0,10.0,13.0,69.0,2021-02-09 11:05:13,operator-0.1.0,19.0,2.0,1.0,H2O Open Source Kubernetes operator and a command-line tool to ease deployment (and undeployment) of H2O open-source..,4.0,7,False,1,,,,,
145,craftml-rs,tomtung/craftml-rs,ml-frameworks,https://github.com/tomtung/craftml-rs,https://github.com/tomtung/craftml-rs,,MIT,2018-10-05 15:05:19,2019-03-19 03:46:15,2019-03-19 03:46:03,2.0,,2.0,13.0,26.0,,,,,,"A Rust implementation of CRAFTML, an Efficient Clustering-based Random Forest for Extreme Multi-label Learning.",,7,False,3,,,,,
146,lumberjack,sebpuetz/lumberjack,nlp,https://github.com/sebpuetz/lumberjack,https://github.com/sebpuetz/lumberjack,,Apache-2.0,2019-03-27 14:31:59,2020-05-05 12:29:29,2019-08-28 14:04:12,2.0,1.0,6.0,11.0,71.0,2019-05-27 12:20:25,0.3,,,2.0,Read and modify constituency trees in Rust.,2.0,7,False,3,,,,,
147,drug,CasperN/drug,ml-frameworks,https://github.com/CasperN/drug,https://github.com/CasperN/drug,,MIT,2018-08-12 21:43:02,2018-10-26 16:34:55,2018-10-26 16:34:50,,,1.0,10.0,72.0,,,,,,Differentiable Rust Graphs (neural network library).,,7,False,3,,,,,
148,spm_precompiled,huggingface/spm_precompiled,nlp,https://github.com/huggingface/spm_precompiled,https://github.com/huggingface/spm_precompiled,,Apache-2.0,2020-09-15 19:11:01,2021-07-19 17:50:07,2021-07-19 17:49:44,3.0,,,10.0,8.0,,,,,,Highly specialized crate to parse and use `google/sentencepiece` 's precompiled_charsmap in `tokenizers`.,,7,False,3,,,,,
149,hwt,rust-cv/hwt,ml-frameworks,https://github.com/rust-cv/hwt,https://github.com/rust-cv/hwt,,MIT,2019-02-20 23:09:30,2019-05-03 19:19:07,2019-05-03 19:18:47,,4.0,5.0,7.0,147.0,,,,,,Hamming Weight Tree from the paper Online Nearest Neighbor Search in Hamming Space.,,7,False,3,,,,,
150,petal-clustering,petabi/petal-clustering,ml-frameworks,https://github.com/petabi/petal-clustering,https://github.com/petabi/petal-clustering,,Apache-2.0,2019-06-06 18:31:20,2021-09-02 22:57:48,2021-07-29 19:02:05,1.0,3.0,2.0,7.0,,,,,,,DBSCAN and OPTICS clustering algorithms.,3.0,7,False,3,,,,,
151,liblinear-rs,shademe/liblinear-rs,ml-frameworks,https://github.com/shadeMe/liblinear-rs,https://github.com/shadeMe/liblinear-rs,,MIT,2018-10-02 11:55:10,2019-10-24 15:18:19,2019-10-24 15:17:49,2.0,,2.0,6.0,39.0,,,,,,Rust language bindings for the LIBLINEAR C/C++ library.,,7,False,3,,,,['binding'],
152,alpino-tokenizer,danieldk/alpino-tokenizer,nlp,https://github.com/danieldk/alpino-tokenizer,https://github.com/danieldk/alpino-tokenizer,,Apache-2.0,2019-10-08 07:11:10,2021-07-13 04:50:15,2020-10-08 09:13:16,,,,3.0,38.0,2020-10-08 08:49:03,0.3.0,14.0,1.0,1.0,Rust wrapper for the Alpino tokenizer.,,7,False,3,,,,,
153,reductive,finalfusion/reductive,ml-frameworks,https://github.com/finalfusion/reductive,https://github.com/finalfusion/reductive,,Apache-2.0,2019-09-04 09:48:00,2021-11-29 11:55:26,2021-11-29 11:21:21,1.0,1.0,2.0,2.0,79.0,,,,,,Vector quantization.,3.0,7,False,3,,,,,
